Timestamp,Measurement,Temperature,,,,,
4/7/2018 19:26:46,0.000957,25.869556,-0.003012129629,,,,
4/7/2018 19:31:06,0.305742,25.971075,-0.003007268519,,,,
4/7/2018 19:35:26,0.569378,25.937269,-0.00301137731,,,,
4/7/2018 19:39:46,0.730144,25.869556,-0.003009791675,,,,
4/7/2018 19:44:06,0.91244,25.801949,-0.003009016204,,,,
4/7/2018 19:48:26,1.070335,25.768044,-0.00301458333,,,,
4/7/2018 19:52:47,1.164593,25.700436,-0.003005729166,,,,
4/7/2018 19:57:06,1.237799,25.598927,-0.003010115739,,,,
4/7/2018 20:01:26,1.18756,25.565125,-0.00300931713,,,,
4/7/2018 20:05:46,1.233493,25.497421,-0.003012083333,,,,
4/7/2018 20:10:07,1.168421,25.429819,-0.003009780092,,,,
4/7/2018 20:14:27,1.222967,25.395918,-0.003014583337,,,,
4/7/2018 20:18:47,1.257416,25.362118,-0.00300561342,,,,
4/7/2018 20:23:07,1.289952,25.294418,-0.003011527784,,,,
4/7/2018 20:27:27,1.303828,25.26062,-0.003008460648,,,,
4/7/2018 20:31:47,1.205263,25.192921,-0.00301325231,,,,
4/7/2018 20:36:07,1.196651,25.159124,-0.003008726853,,,,
4/7/2018 20:40:27,1.227273,25.125326,-0.003010775465,,,,
4/7/2018 20:44:47,1.244019,25.091427,-0.003008263891,,,,
4/7/2018 20:49:07,1.18134,25.023834,-0.003011226851,,,,
4/7/2018 20:53:28,1.210048,24.989937,-0.003011701388,,,,
4/7/2018 20:57:48,1.148804,24.989937,-0.003007349536,,,,
4/7/2018 21:02:08,1.192345,24.922346,-0.003014456022,,,,
4/7/2018 21:06:28,1.120096,24.888552,-0.003014374997,,,,
4/7/2018 21:10:48,1.130622,24.82086,-0.003000520832,,,,
4/7/2018 21:15:08,1.113397,24.787066,-0.003008738422,,,,
4/7/2018 21:19:28,1.149761,24.753273,-0.003009537046,,,,
4/7/2018 21:23:48,1.137799,24.719378,-0.003010023145,,,,
4/7/2018 21:28:08,1.157895,24.685585,-0.003010335648,,,,
4/7/2018 21:32:28,1.069856,24.651793,-0.003012187502,,,,
4/7/2018 21:36:48,1.13445,24.584106,-0.003042037031,,,,
4/7/2018 21:41:11,1.170813,24.516422,-0.002975625001,,,,
4/7/2018 21:45:28,1.221531,24.482632,-0.003012835652,,,, 
4/7/2018 21:49:48,1.198565,24.482632,-0.003006956016,,,,
4/7/2018 21:54:08,1.156459,24.448841,-0.003011631947,,,,
4/7/2018 21:58:28,1.154545,24.381159,-0.003005891202,,,,
4/7/2018 22:02:48,1.102871,24.347368,-0.003012222223,,,,
4/7/2018 22:07:08,1.104306,24.381159,-0.003009502318,,,,
4/7/2018 22:11:28,1.037321,24.31358,-0.0030070949,,,,
4/7/2018 22:15:48,1.182297,24.279791,-0.003010034729,,,,
4/7/2018 22:20:08,1.133493,24.279791,-0.003009143518,,,,
4/7/2018 22:24:28,1.127273,24.279791,-0.003009791668,,,,
4/7/2018 22:28:48,1.143062,24.178326,-0.003009849534,,,,
4/7/2018 22:33:08,1.118182,24.178326,-0.003009270833,,,,
4/7/2018 22:37:28,1.066029,24.144436,-0.003009398148,,,,
4/7/2018 22:41:48,1.030143,24.076862,-0.0030109375,,,,
4/7/2018 22:46:08,1.062679,24.009188,-0.00300827546,,,,
4/7/2018 22:50:28,1.013876,23.975401,-0.003010428249,,,,
4/7/2018 22:54:48,1.093301,23.941515,-0.003009479158,,,,
4/7/2018 22:59:08,0.989474,23.90773,-0.003008831023,,,,
4/7/2018 23:03:28,1.05933,23.840059,-0.003009363427,,,,
4/7/2018 23:07:48,0.96555,23.806274,-0.003009456013,,,,
4/7/2018 23:12:08,1.028708,23.772491,-0.003013217596,,,,
4/7/2018 23:16:29,0.919139,23.772491,-0.003008819447,,,,
4/7/2018 23:20:49,1.025837,23.772491,-0.003006782405,,,,
4/7/2018 23:25:09,1.064115,23.738707,-0.003010266206,,,,
4/7/2018 23:29:29,0.999522,23.738707,-0.003012499998,,,,
4/7/2018 23:33:49,0.986603,23.67104,-0.003005972219,,,,
4/7/2018 23:38:09,0.898086,23.67104,-0.003010150467,,,,
4/7/2018 23:42:29,0.864593,23.67104,-0.003012233792,,,,
4/7/2018 23:46:49,0.745933,23.67104,-0.003008182874,,,,
4/7/2018 23:51:09,0.688517,23.67104,-0.003012604167,,,,
4/7/2018 23:55:29,0.64689,23.637259,-0.00301075232,,,,
4/7/2018 23:59:49,0.329665,23.603476,-0.003011979163,,,,
4/8/2018 0:04:10,0.32488,23.569592,-0.003006435189,,,,
4/8/2018 0:08:29,0.174641,23.53581,-0.003012094901,,,,
4/8/2018 0:12:50,-0.072249,23.502029,-0.003009236112,,,,
4/8/2018 0:17:10,-0.239713,23.502029,-0.003008923617,,,,
4/8/2018 0:21:30,-0.488038,23.434366,-0.003009710643,,,,
4/8/2018 0:25:50,-0.661244,23.400587,-0.003012777779,,,,
4/8/2018 0:30:10,-0.970335,23.332926,-0.00300640046,,,,
4/8/2018 0:34:30,-1.368421,23.332926,-0.003009236112,,,,
4/8/2018 0:38:50,-1.714354,23.265266,-0.003010682871,,,,
4/8/2018 0:43:10,-1.966507,23.231489,-0.006021817127,,,,
4/8/2018 0:51:50,-1.998565,23.231489,-0.003008738429,,,,
4/8/2018 0:56:10,-1.882297,23.231489,-0.003017118055,,,,
4/8/2018 1:00:31,-1.654067,23.19771,-0.003002453705,,,,
4/8/2018 1:04:50,-1.988038,23.163832,-0.003006747684,,,,
4/8/2018 1:09:10,-2.509091,23.163832,-0.003012974536,,,,
4/8/2018 1:13:30,-2.261244,23.163832,-0.003006921295,,,,
4/8/2018 1:17:50,-1.884689,23.163832,-0.003009178239,,,,
4/8/2018 1:22:10,-2.109569,23.163832,-0.003009756947,,,,
4/8/2018 1:26:30,-2.163636,23.163832,-0.003009629632,,,,
4/8/2018 1:30:50,-2.232057,23.163832,-0.003009965279,,,,
4/8/2018 1:35:10,-1.87512,23.130054,-0.003021817131,,,,
4/8/2018 1:39:31,-1.883732,23.130054,-0.002998865733,,,,
4/8/2018 1:43:50,-1.835885,23.096277,-0.00300866898,,,,
4/8/2018 1:48:10,-1.623923,23.0625,-0.003009965279,,,,
4/8/2018 1:52:30,-1.893301,23.028725,-0.003009537038,,,,
4/8/2018 1:56:50,-1.742105,23.028725,-0.003010277775,,,,
4/8/2018 2:01:10,-1.446411,22.994846,-0.003011145833,,,,
4/8/2018 2:05:31,-1.563636,22.961071,-0.00300927084,,,,
4/8/2018 2:09:51,-1.731579,22.961071,-0.003013865738,,,,
4/8/2018 2:14:11,-1.866029,22.927296,-0.003006770836,,,,
4/8/2018 2:18:31,-1.938756,22.893419,-0.003009247688,,,,
4/8/2018 2:22:51,-1.664593,22.893419,-0.003012847214,,,,
4/8/2018 2:27:11,-1.310526,22.859646,-0.00300725695,,,,
4/8/2018 2:31:31,-1.351675,22.825871,-0.003042164346,,,,
4/8/2018 2:35:54,-1.389474,22.825871,-0.003012754634,,,,
4/8/2018 2:40:14,-1.049761,22.791996,-0.002977800927,,,,
4/8/2018 2:44:31,-1.27512,22.791996,-0.003009247688,,,,
4/8/2018 2:48:51,-1.024402,22.758223,-0.003013229158,,,,
4/8/2018 2:53:12,-0.865072,22.758223,-0.003042291675,,,,
4/8/2018 2:57:35,-0.968421,22.724449,-0.002983402774,,,,
4/8/2018 3:01:52,-1.20622,22.758223,-0.003004328704,,,,
4/8/2018 3:06:12,-1.208612,22.690575,-0.003008449072,,,,
4/8/2018 3:10:32,-0.684689,22.690575,-0.003009699081,,,,
4/8/2018 3:14:52,-0.607177,22.656801,-0.003010138884,,,,
4/8/2018 3:19:12,-0.621053,22.656801,-0.00300950231,,,,
4/8/2018 3:23:32,-0.554067,22.62303,-0.006058750005,,,,
4/8/2018 3:32:15,-0.528708,22.589155,-0.008993483796,,,,
4/8/2018 3:45:12,-0.370335,22.555384,-0.003009282409,,,,
4/8/2018 3:49:32,-0.244019,22.521614,-0.003038009258,,,,
